nu (GHz),0.0,0.25,0.5,0.75,1.0,1.25,1.5,1.75,2.0,2.25,2.5,2.75,3.0,3.25,3.5,3.75,4.0,4.25,4.5,4.75,5.0,5.25,5.5,5.75,6.0,6.25,6.5,6.75,7.0,7.25,7.5,7.75,8.0,8.25,8.5,8.75,9.0,9.25,9.5,9.75,10.0
5.3,236.678,237.754,238.862,240.0,241.169,242.369,243.599,244.861,246.153,247.475,248.829,250.212,251.627,253.071,254.546,256.051,257.586,259.152,260.747,262.373,264.028,265.713,267.428,269.173,270.948,272.752,274.585,276.449,278.341,280.264,282.215,284.196,286.206,288.246,290.314,292.412,294.539,296.696,298.881,301.095,303.338
5.4,238.635,239.789,240.975,242.193,243.442,244.724,246.036,247.381,248.758,250.165,251.605,253.075,254.577,256.11,257.675,259.27,260.897,262.554,264.243,265.962,267.712,269.493,271.305,273.147,275.02,276.923,278.856,280.82,282.815,284.84,286.894,288.98,291.095,293.24,295.416,297.622,299.857,302.123,304.418,306.744,309.099
5.5,240.592,241.822,243.085,244.381,245.71,247.071,248.466,249.892,251.352,252.844,254.368,255.924,257.513,259.134,260.787,262.472,264.188,265.937,267.718,269.53,271.374,273.249,275.157,277.095,279.065,281.067,283.1,285.164,287.259,289.385,291.543,293.732,295.951,298.202,300.484,302.797,305.14,307.515,309.92,312.356,314.823
5.6,242.549,243.848,245.181,246.548,247.949,249.384,250.853,252.355,253.891,255.46,257.063,258.699,260.368,262.07,263.805,265.573,267.374,269.208,271.075,272.974,274.906,276.871,278.868,280.898,282.96,285.054,287.18,289.339,291.53,293.754,296.009,298.296,300.615,302.967,305.35,307.765,310.212,312.69,315.201,317.743,320.317
5.7,244.505,245.86,247.251,248.676,250.138,251.634,253.164,254.73,256.33,257.965,259.634,261.338,263.076,264.848,266.655,268.495,270.37,272.278,274.221,276.197,278.206,280.25,282.327,284.438,286.582,288.759,290.97,293.214,295.491,297.802,300.146,302.523,304.933,307.376,309.852,312.36,314.902,317.477,320.084,322.725,325.398
5.8,246.461,247.857,249.29,250.759,252.264,253.806,255.384,256.999,258.649,260.335,262.057,263.814,265.607,267.436,269.3,271.2,273.134,275.104,277.109,279.149,281.224,283.334,285.478,287.658,289.872,292.121,294.404,296.722,299.075,301.461,303.882,306.338,308.828,311.352,313.91,316.502,319.128,321.788,324.483,327.211,329.974
5.9,248.417,249.84,251.301,252.8,254.336,255.91,257.522,259.171,260.858,262.582,264.344,266.143,267.978,269.851,271.76,273.707,275.689,277.709,279.765,281.857,283.986,286.151,288.353,290.59,292.864,295.173,297.518,299.9,302.317,304.769,307.258,309.782,312.342,314.937,317.568,320.234,322.935,325.672,328.444,331.252,334.094
6.0,250.373,251.814,253.293,254.812,256.37,257.967,259.604,261.279,262.994,264.748,266.54,268.371,270.241,272.149,274.096,276.08,278.104,280.165,282.264,284.401,286.576,288.789,291.039,293.327,295.652,298.015,300.416,302.853,305.328,307.84,310.389,312.975,315.598,318.258,320.955,323.688,326.459,329.266,332.11,334.99,337.907
6.1,252.33,253.783,255.277,256.812,258.387,260.003,261.66,263.357,265.096,266.875,268.694,270.554,272.454,274.394,276.374,278.394,280.453,282.552,284.691,286.869,289.087,291.344,293.64,295.975,298.349,300.762,303.214,305.704,308.234,310.802,313.408,316.053,318.737,321.458,324.218,327.017,329.853,332.728,335.641,338.591,341.58
6.2,254.287,255.753,257.261,258.811,260.403,262.037,263.714,265.434,267.196,269.0,270.846,272.734,274.664,276.636,278.649,280.704,282.799,284.936,287.115,289.334,291.594,293.895,296.236,298.618,301.041,303.504,306.008,308.551,311.135,313.759,316.423,319.127,321.87,324.654,327.477,330.34,333.243,336.185,339.166,342.188,345.248
6.3,256.245,257.725,259.25,260.818,262.429,264.084,265.784,267.527,269.315,271.146,273.022,274.94,276.902,278.908,280.956,283.048,285.182,287.359,289.579,291.841,294.146,296.493,298.882,301.313,303.786,306.302,308.858,311.457,314.097,316.779,319.503,322.267,325.073,327.921,330.809,333.738,336.709,339.721,342.773,345.867,349.001
6.4,258.203,259.702,261.247,262.836,264.47,266.15,267.875,269.647,271.464,273.326,275.234,277.187,279.185,281.227,283.314,285.446,287.622,289.843,292.108,294.416,296.769,299.165,301.605,304.089,306.616,309.187,311.8,314.457,317.157,319.9,322.686,325.515,328.386,331.3,334.257,337.256,340.298,343.382,346.508,349.677,352.888
6.5,260.162,261.684,263.252,264.867,266.529,268.237,269.993,271.796,273.647,275.544,277.489,279.48,281.517,283.601,285.731,287.907,290.13,292.397,294.711,297.07,299.474,301.924,304.419,306.959,309.544,312.173,314.847,317.566,320.33,323.138,325.99,328.886,331.827,334.811,337.84,340.913,344.029,347.189,350.393,353.641,356.932
6.6,262.122,263.671,265.268,266.913,268.605,270.346,272.137,273.976,275.865,277.802,279.787,281.82,283.902,286.031,288.208,290.433,292.705,295.024,297.391,299.804,302.264,304.771,307.325,309.925,312.572,315.264,318.003,320.788,323.619,326.496,329.418,332.386,335.4,338.459,341.563,344.713,347.908,351.148,354.434,357.764,361.14
6.7,264.083,265.663,267.292,268.971,270.699,272.477,274.307,276.186,278.116,280.097,282.127,284.207,286.336,288.515,290.743,293.02,295.346,297.721,300.145,302.617,305.137,307.705,310.321,312.986,315.698,318.458,321.265,324.12,327.022,329.972,332.968,336.012,339.102,342.24,345.424,348.655,351.932,355.257,358.627,362.044,365.508
6.8,266.045,267.66,269.326,271.042,272.81,274.629,276.501,278.425,280.4,282.428,284.507,286.637,288.818,291.051,293.334,295.667,298.051,300.485,302.969,305.503,308.087,310.721,313.404,316.136,318.918,321.748,324.628,327.557,330.534,333.56,336.634,339.757,342.929,346.148,349.416,352.732,356.096,359.508,362.968,366.475,370.03
6.9,268.009,269.662,271.368,273.126,274.936,276.8,278.718,280.689,282.714,284.793,286.924,289.108,291.345,293.634,295.976,298.369,300.814,303.312,305.86,308.46,311.111,313.814,316.567,319.371,322.226,325.131,328.086,331.092,334.148,337.255,340.411,343.617,346.873,350.178,353.533,356.937,360.391,363.895,367.447,371.049,374.7
7.0,269.974,271.668,273.417,275.22,277.077,278.989,280.956,282.979,285.057,287.19,289.377,291.618,293.914,296.264,298.667,301.124,303.634,306.197,308.814,311.483,314.205,316.98,319.806,322.686,325.617,328.6,331.635,334.722,337.86,341.05,344.291,347.584,350.928,354.322,357.768,361.265,364.812,368.41,372.059,375.758,379.508
7.1,271.94,273.68,275.475,277.326,279.232,281.195,283.216,285.293,287.426,289.616,291.863,294.165,296.523,298.936,301.404,303.928,306.506,309.139,311.827,314.569,317.365,320.215,323.119,326.076,329.088,332.152,335.27,338.441,341.665,344.942,348.271,351.654,355.089,358.576,362.116,365.708,369.352,373.049,376.797,380.598,384.45
7.2,273.908,275.696,277.541,279.443,281.402,283.418,285.494,287.629,289.822,292.072,294.381,296.747,299.17,301.65,304.186,306.78,309.43,312.135,314.897,317.715,320.588,323.517,326.501,329.54,332.635,335.784,338.987,342.246,345.559,348.926,352.347,355.823,359.352,362.935,366.573,370.264,374.008,377.806,381.658,385.562,389.521
7.3,275.878,277.716,279.614,281.57,283.584,285.658,287.793,289.988,292.243,294.557,296.93,299.363,301.854,304.404,307.012,309.678,312.403,315.184,318.024,320.92,323.874,326.884,329.952,333.076,336.256,339.493,342.786,346.135,349.539,353.0,356.516,360.088,363.715,367.398,371.136,374.929,378.777,382.68,386.637,390.65,394.718
7.4,277.85,279.742,281.694,283.707,285.78,287.914,290.111,292.369,294.689,297.07,299.511,302.013,304.576,307.199,309.881,312.623,315.425,318.285,321.205,324.184,327.221,330.316,333.47,336.682,339.951,343.279,346.664,350.107,353.607,357.164,360.778,364.449,368.178,371.962,375.804,379.702,383.657,387.668,391.736,395.859,400.039
7.5,279.823,281.772,283.783,285.855,287.99,290.187,292.448,294.773,297.16,299.611,302.124,304.699,307.335,310.034,312.794,315.615,318.497,321.439,324.442,327.506,330.629,333.813,337.056,340.359,343.721,347.143,350.623,354.162,357.761,361.418,365.133,368.907,372.74,376.63,380.579,384.585,388.65,392.773,396.953,401.191,405.486
7.6,281.799,283.807,285.879,288.015,290.213,292.477,294.806,297.2,299.658,302.181,304.768,307.419,310.133,312.911,315.751,318.654,321.62,324.647,327.737,330.888,334.102,337.376,340.712,344.109,347.567,351.085,354.664,358.304,362.004,365.764,369.584,373.464,377.403,381.403,385.462,389.58,393.758,397.995,402.292,406.648,411.062
7.7,283.777,285.848,287.984,290.186,292.452,294.784,297.184,299.651,302.184,304.782,307.447,310.177,312.971,315.831,318.755,321.743,324.795,327.911,331.091,334.334,337.64,341.009,344.441,347.935,351.492,355.111,358.792,362.535,366.339,370.206,374.133,378.123,382.173,386.285,390.457,394.691,398.986,403.341,407.757,412.234,416.771
7.8,285.757,287.894,290.098,292.369,294.706,297.111,299.585,302.127,304.738,307.416,310.161,312.973,315.852,318.796,321.808,324.884,328.027,331.235,334.508,337.845,341.248,344.714,348.246,351.841,355.5,359.222,363.009,366.858,370.771,374.748,378.787,382.889,387.053,391.281,395.571,399.923,404.338,408.815,413.354,417.956,422.619
7.9,287.739,289.946,292.221,294.565,296.976,299.458,302.01,304.631,307.323,310.083,312.913,315.811,318.777,321.811,324.913,328.082,331.318,334.621,337.991,341.427,344.929,348.498,352.132,355.831,359.596,363.426,367.322,371.282,375.307,379.396,383.55,387.769,392.051,396.398,400.809,405.284,409.823,414.425,419.091,423.821,428.614
8.0,289.724,292.004,294.355,296.775,299.265,301.826,304.46,307.165,309.941,312.789,315.706,318.694,321.752,324.879,328.075,331.34,334.674,338.076,341.547,345.085,348.691,352.365,356.106,359.913,363.788,367.73,371.738,375.812,379.953,384.16,388.433,392.772,397.176,401.646,406.182,410.783,415.45,420.182,424.979,429.841,434.768
8.1,291.712,294.07,296.499,299.001,301.573,304.219,306.938,309.731,312.597,315.535,318.545,321.626,324.78,328.004,331.299,334.664,338.1,341.605,345.18,348.825,352.539,356.322,360.174,364.094,368.083,372.14,376.265,380.458,384.718,389.047,393.442,397.906,402.436,407.034,411.698,416.43,421.229,426.094,431.026,436.025,441.09
8.2,293.702,296.142,298.656,301.242,303.902,306.636,309.446,312.331,315.29,318.323,321.43,324.61,327.863,331.189,334.587,338.057,341.598,345.212,348.896,352.651,356.477,360.374,364.341,368.378,372.484,376.661,380.907,385.223,389.608,394.062,398.585,403.177,407.838,412.567,417.365,422.231,427.166,432.169,437.241,442.38,447.588
8.3,295.695,298.222,300.824,303.5,306.252,309.079,311.984,314.965,318.022,321.155,324.363,327.645,331.003,334.434,337.94,341.518,345.17,348.896,352.693,356.564,360.506,364.52,368.607,372.765,376.994,381.295,385.666,390.109,394.622,399.206,403.861,408.586,413.381,418.246,423.182,428.187,433.263,438.408,443.623,448.908,454.262
8.4,297.691,300.308,303.002,305.773,308.62,311.545,314.548,317.63,320.789,324.026,327.339,330.728,334.194,337.735,341.352,345.044,348.81,352.651,356.566,360.555,364.618,368.755,372.964,377.247,381.603,386.032,390.533,395.106,399.752,404.47,409.26,414.122,419.056,424.061,429.138,434.287,439.507,444.798,450.161,455.595,461.1
8.5,299.69,302.401,305.191,308.059,311.005,314.03,317.135,320.321,323.585,326.928,330.35,333.85,337.427,341.081,344.812,348.62,352.504,356.464,360.5,364.612,368.798,373.06,377.396,381.808,386.293,390.853,395.487,400.195,404.976,409.832,414.761,419.763,424.839,429.988,435.21,440.505,445.874,451.315,456.829,462.416,468.076
8.6,301.691,304.499,307.387,310.355,313.402,316.529,319.739,323.031,326.403,329.856,333.388,337.0,340.691,344.461,348.309,352.236,356.24,360.322,364.481,368.718,373.03,377.42,381.886,386.428,391.046,395.74,400.51,405.355,410.275,415.271,420.342,425.488,430.708,436.004,441.374,446.819,452.339,457.933,463.601,469.344,475.162
8.7,303.696,306.603,309.591,312.661,315.811,319.044,322.361,325.761,329.243,332.807,336.453,340.18,343.988,347.876,351.844,355.891,360.019,364.225,368.51,372.874,377.316,381.836,386.434,391.11,395.864,400.695,405.603,410.588,415.65,420.789,426.005,431.297,436.666,442.111,447.633,453.231,458.905,464.655,470.481,476.383,482.362
8.8,305.704,308.713,311.806,314.981,318.239,321.58,325.008,328.52,332.116,335.796,339.558,343.404,347.332,351.342,355.433,359.606,363.86,368.195,372.61,377.105,381.68,386.335,391.069,395.883,400.776,405.748,410.798,415.928,421.135,426.422,431.786,437.229,442.75,448.349,454.026,459.78,465.613,471.524,477.512,483.578,489.721
